bigram	score	is-math-concept	sentence
local ring	10.88	1	# doc_id = 6172 # sent_id = 6578 # text = Any ring that has a unique maximal ideal is called a local ring. 1 2 3 4 5 6 7 8 9 10 11
algebraic space	10.88	1	# doc_id = 6180 # sent_id = 6586 # text = Lattices are generalizations of order relations on algebraic spaces, such as set inclusion in set theory and inequality in the familiar number systems N, Z, Q, and R. Boolean algebras generalize the operations of intersection and union. 1 2 3 4 5 6 7 8
previous theorem	10.88	1	# doc_id = 6264 # sent_id = 6678 # text = , satisfying the conditions of the previous theorem, it is natural to ask whether or not this set comes from some lattice. 1 2 3 4 5 6 7
other identity	10.88	1	
complex circuit	10.88	1	# doc_id = 6457 # sent_id = 6888 # text = Example 19.32 Given a complex circuit, we can now apply the techniques of Boolean algebra to reduce it to a simpler one. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
algebraic topic	10.88	1	# doc_id = 6480 # sent_id = 6911 # text = For example, part of your answer might include what type of common algebraic topics a poset generalizes, and your answer should be short on symbols. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
usual ordering	10.88	1	# doc_id = 6520 # sent_id = 6961 # text = (a) Is a | b a total order on N? (b) Prove that N, Z, Q, and R are totally ordered sets under the usual ordering . 19. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
several number	10.88	1	# doc_id = 6551 # sent_id = 6993 # text = However, for some quantities, such as location, we need several numbers. 1 2 3
dependent vector	10.88	1	# doc_id = 3762 # sent_id = 3996 # text = Suppose that x and y are linearly independent vectors in R2; that is, one vector cannot be a scalar multiple of the other. 1 2 3 4
arbitrary vector	10.88	1	# doc_id = 6670 # sent_id = 7119 # text = The set certainly spans R3, since any arbitrary vector (x1, x2, x3) in R3 can be written as x1e1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
algebraic setting	10.88	1	# doc_id = 6703 # sent_id = 7152 # text = Many of Sages computations, in a wide variety of algebraic settings, come from solving problems in linear algebra. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
continuous function	10.88	1	# doc_id = 6739 # sent_id = 7190 # text = Let W be the subset of continuous functions on [0, 1] 1 2 3 4 5 6 7 8 9 10 11 12 13 14
linear functional	10.88	1	# doc_id = 6788 # sent_id = 7243 # text = Elements in the dual space of V are called linear functionals. 1 2 3 4 5 6 7 8 9 10 11 12
particular number	10.88	1	# doc_id = 6882 # sent_id = 7363 # text = many cases we do not know whether or not a particular number is transcendental; for example, it is still not known whether  + e is transcendental or algebraic.)
degree n	10.88	1	# doc_id = 1467 # sent_id = 1585 # text = = 1 follows from from Corollary 17.9, which states that a polynomial of degree n can have at most n roots. 1 2 3 4
counting theorem	10.88	1	# doc_id = 6963 # sent_id = 7457 # text = The next theorem is a counting theorem, similar to Lagranges Theorem in group theory. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
complex cube	10.88	1	# doc_id = 7091 # sent_id = 7594 # text = However, this field is not a splitting field for p(x) since the complex cube roots of 3,
degree k	10.88	1	# doc_id = 7095 # sent_id = 7598 # text = If deg p(x) = 1, then p(x) is a linear polynomial and E = F. Assume that the theorem is true for all polynomials of degree k with 1 k < n and let deg p(x) 1 2 3 4 5 6 7 8 9
equal subangle	10.88	1	# doc_id = 7148 # sent_id = 7655 # text = Given an arbitrary angle, can one trisect the angle into three equal subangles using only a straightedge and compass? 2. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
same triangle	10.88	1	# doc_id = 7174 # sent_id = 7682 # text = We will leave it as an exercise to show that the same triangle can be used to construct / for  = 0. 1 2 3 4 5 6 7 8 9 10
rational coordinate	10.88	1	# doc_id = 7179 # sent_id = 7687 # text = By Theorem 21.37, we can locate in the plane any point P = (p, q) that has rational coordinates p and q. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
marvelous proof	10.88	1	# doc_id = 7248 # sent_id = 7760 # text = He stated in the margin of his copy of the Latin translation of Diophantus Arithmetica that he had found a marvelous proof of this theorem, but that the margin of the book was too narrow to contain it. 1 2 3 4 5
integral solution	10.88	1	# doc_id = 7263 # sent_id = 7775 # text = This conjecture of Mordell and Weil essentially says that certain polynomials p(x, y) in Z[x, y] have only a finite number of integral solutions. 1 2 3 4 5 6 7 8 9 10 11
binomial formula	10.88	1	# doc_id = 7354 # sent_id = 7871 # text = We can use the binomial formula (see Chapter 2, Example 2.4) to verify the case for n = 1; that is, (a + b)p = p X k=0 p k  akbpk. 1 2 3 4 5
function e	10.88	1	# doc_id = 2155 # sent_id = 2304 # text = Such a decoding function exists when we can solve the equation c = ap 1 2 3 4 5
cyclic linear	10.88	1	# doc_id = 7460 # sent_id = 7982 # text = Polynomial Codes We would like to find an easy method of obtaining cyclic linear codes. 1 2 3
additional ring	10.88	1	# sent_id = 8037 # text = The additional ring structure on polynomial codes is very powerful in describing cyclic codes. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
ring structure	10.88	1	# sent_id = 8037 # text = The additional ring structure on polynomial codes is very powerful in describing cyclic codes. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
natural ring	10.88	1	# doc_id = 7518 # sent_id = 8052 # text = The natural ring homomorphism  : Z2[x] 1 2 3 4
irreducible component	10.88	1	# doc_id = 7525 # sent_id = 8064 # text = If we factor x7 1 into irreducible components, we have x7 1 = (1 + x)(1 1 2 3 4 5 6 7 8 9 10 11 12
most degree	10.88	1	# doc_id = 7557 # sent_id = 8100 # text = Expanding this determinant by cofactors on the last column, we see that p(x) is a polynomial of at most degree n1. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
identical column	10.88	1	# doc_id = 7560 # sent_id = 8103 # text = Remember that the determinant of a matrix is zero if it has two identical columns. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
nonzero coeicient	10.88	1	# doc_id = 7568 # sent_id = 8113 # text = Let f(x) be some polynomial in C with s or fewer nonzero coeicients. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
degree d.	10.88	1	# doc_id = 7767 # sent_id = 8339 # text = If [E : F] > 1, let f(x) = p(x)q(x), where p(x) is irreducible of degree d. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
clever proof	10.88	1	# doc_id = 7887 # sent_id = 8462 # text = The very clever proof of the following lemma is due to Artin. 1 2 3 4 5 6 7 8 9 10 11 12 13
quintic equation	10.88	1	# doc_id = 8013 # sent_id = 8594 # text = Attempts to find solutions for the quintic equations puzzled some of historys best mathematicians. 1 2 3
complex root	10.88	1	# doc_id = 8140 # sent_id = 8727 # text = The automorphism of C that takes a + bi 7a bi leaves the real roots fixed and interchanges the complex roots; consequently, G(K/Q) contains a transposition. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
number factor	10.88	1	
algebraic argument	10.88	1	# doc_id = 8173 # sent_id = 8760 # text = It seems that there is no possible way to avoid this diiculty and formulate a purely algebraic argument. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
elegant proof	10.88	1	# doc_id = 8174 # sent_id = 8761 # text = It is somewhat amazing that there are several elegant proofs of the Fundamental Theorem of Algebra that use complex analysis. 1 2 3 4 5 6 7 8 9 10 11 12 13
important theorem	10.88	1	# doc_id = 8175 # sent_id = 8762 # text = It is also interesting to note that we can obtain a proof of such an important theorem from two very different fields of mathematics. 1 2 3 4 5 6 7
relevant theorem	10.88	1	# doc_id = 8186 # sent_id = 8773 # text = Paraphrasing the relevant theorem would be a good answer. 1 2 3 4 5 6 7 8
intermediate field	10.88	1	# doc_id = 7865 # sent_id = 8439 # text = This theorem explains the connection between the subgroups of G(E/F) and the intermediate fields between E and F. Proposition 23.14 Let {i : i I} be a collection of automorphisms of a field F. Then F{i} = {a F : i(a) = a for all i} is a subfield of F. Proof. 1 2
technical measure	10.88	1	# doc_id = 8298 # sent_id = 8896 # text = You may not use technical measures to obstruct or control the reading or further copying of the copies you make or distribute. 1 2
enough number	10.88	1	# doc_id = 8300 # sent_id = 8898 # text = If you distribute a large enough number of copies you must also follow the conditions in section 3. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
section number	10.88	1	
explicit permission	10.88	1	# doc_id = 8340 # sent_id = 8938 # text = If the Document already includes a cover text for the same cover, previously added by you or by arrangement made by the same entity you are acting on behalf of, you may not add another; but you may replace the old one, on explicit permission from the previous publisher that added the old one. 1 2 3 4 5 6
unique number	10.88	1	# doc_id = 8344 # sent_id = 8942 # text = If there are multiple Invariant Sections with the same name but different contents, make the title of each such section unique by adding at the end of it, in parentheses, the name of the original author or publisher of that section if known, or else a unique number. 1 2 3 4 5 6
numbered version	10.88	1	# doc_id = 8371 # sent_id = 8969 # text = If the Document specifies that a particular numbered version of this License or any later version applies to it, you have the option of following the terms and conditions either of that specified version or of any later version that has been published (not as a draft) by the Free Software Foundation. 1 2 3 4
unimodular matrix	10.88	1	# doc_id = 8585 # sent_id = 9198 # text = Hint. Use the unimodular matrix 5 2 2 1  . 12.4.10. Hint. 1 2 3
solvable series	10.88	1	# doc_id = 8592 # sent_id = 9205 # text = If N and G/N are solvable, then they have solvable series N = 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
identity cycle	10.88	1	# doc_id = 8606 # sent_id = 9221 # text = There are the identity cycle, 6 permutations with the structure (abcd) that correspond to the quarter turns, 3 permutations with the structure (ab)(cd) that correspond to the half turns, 6 permutations with the structure (ab)(cd)(ef) that correspond to rotating the cube about the centers of opposite edges, and 8 permutations with the structure (abc)(def) that correspond to rotating the cube about opposite vertices. 1 2 3 4 5 6 7 8 9
more zero	10.88	1	# doc_id = 8745 # sent_id = 9373 # text = Exhibit two more zeros of x3 +x2 1 2 3 4 5 6 7 8
map i	10.88	1	# doc_id = 349 # sent_id = 382 # text = A map is one-to-one or injective if a1 = a2 implies f(a1) = f(a2). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
page number	10.88	1	
n indeterminant	10.88	1	# doc_id = 8788 # sent_id = 9420 # text = , xn] ring of polynomials in n indeterminants 212
composite integer	10.88	1	
book number	10.88	1	INDEX 342 Induction first principle of, 17 second principle of, 19 Infimum, 239 Inner product, 99 Integral domain, 190 Internal direct product, 120 International standard book number, 44 Irreducible element, 228 Irreducible polynomial, 215 Isometry, 148 Isomorphism of Boolean algebras, 244 of groups, 114 ring, 195 Join, 240 Jordan, C., 130 Jordan-Hlder Theorem, 164 Kernel of a group homomorphism, 134 of a ring homomorphism, 195 Key definition of, 81 private, 81 public, 81 single, 81 Klein, Felix, 37, 141, 200 Kronecker delta, 103, 145 Kronecker, Leopold, 275 Kummer, Ernst, 275 Lagranges Theorem, 76 Lagrange, Joseph-Louis, 37, 65, 78 Laplace, Pierre-Simon, 65 Lattice completed, 241 definition of, 240 distributive, 242 Lattice of points, 151 Lattices, Principle of Duality for, 240 Least upper bound, 239 Left regular representation, 117 Lie, Sophus, 37, 184 Linear combination, 254 Linear dependence, 254 Linear independence, 254 Linear map, 141 Linear transformation definition of, 9, 141 Lower bound, 239 Mapping, see Function Matrix distance-preserving, 145 generator, 101 inner product-preserving, 145 invertible, 142 length-preserving, 145 nonsingular, 143 null space of, 100 orthogonal, 144 parity-check, 101 similar, 12 unimodular, 151 Matrix, Vandermonde, 285 Maximal ideal, 198 Maximum-likelihood decoding, 94 Meet, 240 Minimal generator polynomial, 284 Minimal polynomial, 263 Minkowski, Hermann, 275 Monic polynomial, 209 Mordell-Weil conjecture, 275 Multiplicity of a root, 296 Noether, A. Emmy, 199 Noether, Max, 199 Normal extension, 299 Normal series of a group, 162 Normal subgroup, 125 Normalizer, 182 Null space of a matrix, 100 Odd Order Theorem, 186 Orbit, 169 Orthogonal group, 144 Orthogonal matrix, 144 Orthonormal set, 145 Partial order, 238 Partially ordered set, 238 Partitions, 12 Permutation cycle structure of, 79 definition of, 9, 59 even, 64 odd, 64 Permutation group, 60 Plaintext, 81 Polynomial
science major	10.88	1	# doc_id = 8812 # sent_id = 9445 # text = This text aims to introduce select topics in discrete mathematics at a level appropriate for first- or second-year undergraduate math and computer science majors, especially those who intend to teach middle and high school mathematics. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
proof course	10.88	1	
26th term	10.88	1	# doc_id = 9192 # sent_id = 9836 # text = The solution to the problem will then be the value of the 26th term in the sequence. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
logic question	10.88	1	
0th term	10.88	1	# doc_id = 9323 # sent_id = 9968 # text = We might say 4 = 3 (this is assuming the first 1 is the first term and not the 0th term). 1 2 3 4 5 6 7 8 9 10
particular value	10.88	1	# doc_id = 9325 # sent_id = 9970 # text = There can only be one -th term for any particular value of . 1 2 3 4 5 6 7 8 9 10 11 12 13
doctorate degree	10.88	1	# doc_id = 9381 # sent_id = 10028 # text = The study of graphs is a subject in its own right, in which many mathematicians hold doctorate degrees and write hundreds of papers each year. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
logical technology	10.88	1	# doc_id = 9619 # sent_id = 10272 # text = We dont yet have the logical technology to translate this statement as anything more than , where is the statement, Every number is even or odd. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
viscous graph	10.88	1	# doc_id = 10085 # sent_id = 10760 # text = Which are equivalent to the converse of the claim? (a) Only viscous graphs satisfy condition (V). 1 2 3 4 5 6 7 8 9 10 11
